tag,ratings 
Jamie Bell,3.388888888888889
Jami Gertz,5.0
James Yukich,4.5
James Woods,2.5555555555555554
James Wong Howe,3.0
James Wong,3.6
James Wilby,4.0
James Whitmore,4.0
James Whitaker,5.0
James Whale,3.5
James Watkins,4.0
James Wan,3.2777777777777777
James W. Horne,3.6666666666666665
James Van Der Beek,4.333333333333333
James Tolkan,1.0
James Toback,3.5
James Tinling,3.0
James Swirsky,4.0
James Strong,4.0
James Stewart,3.5255102040816326
James Spader,3.2916666666666665
James Remar,2.75
James Rasin,4.0
James Purefoy,4.0
James Ponsoldt,3.125
James Parrott,4.166666666666667
James Orr,2.75
James Newton Howard,4.0
James Napier Robertson,1.5
James Moll,3.0
James Merendino,2.0
James Mcvoy,4.0
James McTeigue,2.75
James McAvoy,3.4740259740259742
James Mason,3.9
James Marsh,2.611111111111111
James Marsden,3.3214285714285716
James Mangold,2.8846153846153846
James MacArthur,4.5
James Lipton,2.0
James Lapine,3.6666666666666665
James Lance,3.0
James L. Conway,3.0
James L. Brooks,3.2222222222222223
James Kirkwood,2.0
James J. Kroupa,5.0
James Ivory,3.588235294117647
James Isaac,3.0
James Horner,2.5
James Hong,2.25
James Hill,3.5
James Heywood,3.5
James Hawes,4.25
James Gunn,3.8333333333333335
James Griffith,1.0
James Gray,3.1666666666666665
James Gleason,3.0
James Gartner,4.5
James Garner,3.5833333333333335
James Gandolfini,3.5576923076923075
James Frawley,3.0
James Franco,3.533333333333333
James Frain,0.5
James Fox,4.625
James Foley,3.4
James Fleet,3.0
James Fennimore Cooper,1.0
James Faulkner,3.5
James Fargo,3.0
James F. Collier,3.5
James Ellroy,3.5
James Earl Jones,3.857142857142857
James Doohan,3.125
James Dirschberger,4.0
James Dean,3.6470588235294117
James DeMonaco,4.0
James Dashner,4.0
James Darren,2.5
James D.R. Hickox,3.0
James D. Stern,4.0
James D'Arcy,3.0
James Cummings III,3.5
James Cruze,4.0
James Cromwell,3.2916666666666665
James Cox,3.5
James Corden,3.8333333333333335
James Colquhoun,4.0
James Coburn,3.576923076923077
James Clavell,3.5
James Caviezel,3.5
James Cameron,3.4545454545454546
James Cagney,3.857142857142857
James Caan,3.2222222222222223
James C. Strouse,3.0
James C. McKay,2.5
James Bulger murder,3.0
"James Buchanan ""Bucky"" Barnes",4.5
James Brown,4.0
James Brolin,3.0
James Bridges,2.25
James Bond,3.502016129032258
James Bobin,1.5
James Benning,3.0
James Belushi,3.3461538461538463
James Badge Dale,5.0
James B. Rogers,3.25
James B. Harris,3.5
James Algar,3.25
Jamel Debbouze,3.5
Jamaican supplier,4.0
Jamaica,3.2222222222222223
Jalmari Helander,3.5
Jake Weber,4.0
Jake Thomas,2.5
Jake Szymanski,4.0
Jake Scott,4.0
Jake Schreier,5.0
Jake Lloyd,5.0
Jake Kasdan,4.0
Jake Johnson,4.0
Jake Gyllenhal,4.0
Jake Gyllenhaal.,4.0
Jake Gyllenhaal ass,2.5
Jake Gyllenhaal,3.6510791366906474
Jake Clenell,2.5
Jake Busey,4.0
Jakarta,5.0
Jaimie Alexander,3.3333333333333335
Jaime Pressly,4.0
Jail,4.25
Jai Courtney,4.125
Jaffar Mahmood,3.0
Jafar Panahi,2.7
Jae-young Kwak,4.5
Jaden Smith,3.5
Jada Pinkett Smith,3.5625
Jacqui Morris,1.0
Jacques Villeret,4.0
Jacques Tourneur,3.3181818181818183
Jacques Tati,3.8636363636363638
Jacques Rivette,4.0
Jacques Perrin,3.75
Jacques Feyder,2.25
Jacques Doillon,5.0
Jacques Deray,4.0
Jacques Demy,3.1666666666666665
Jacques Cluzaud,3.5
Jacques Becker,4.5
Jacques Audiard,4.5
Jacqueline Bisset,4.214285714285714
Jacob's Ladder,2.0
Jacob Kornbluth,5.0
Jacob Hatley,4.5
Jacob Appelbaum,3.0
Jacob Aaron Estes,4.5
Jaco Van Dormael,3.3
Jacksonville,3.8
Jackson Pollock,3.0
Jackson Heights,4.0
Jackie Gleason,3.75
Jackie Earle Haley,3.25
Jackie Chan's Best,4.0
Jackie Chan Comedy,4.25
Jackie Chan,3.647590361445783
Jackie 'Butch' Jenkins,3.5
Jacki Weaver,2.5
Jackboot Science fiction,3.0
Jack the Ripper,3.5
Jack Woods,2.75
Jack White,3.375
Jack Thompson,4.5
Jack Smight,3.0
Jack Sholder,4.25
Jack Ryan,2.0
Jack Palance,3.5
Jack Nicholson as the Joker,5.0
Jack Nicholson,3.4002770083102494
Jack Murdock,4.0
Jack Lemmon,3.4
Jack Kinney,3.9166666666666665
Jack Kerouac,4.0
Jack Johnson,4.0
Jack Huston,5.0
Jack Hofsiss,2.0
Jack Hively,1.75
Jack Hill,3.0
Jack Haley Jr.,5.0
Jack Haley,2.3333333333333335
Jack Gold,3.4166666666666665
Jack Garfein,3.0
Jack Elam,3.0
Jack Doolan,4.0
Jack Donohue,5.0
Jack Davenport,3.3125
Jack Cutting,4.0
Jack Conway,3.4166666666666665
Jack Clayton,3.5
Jack Carson,4.5
Jack Cardiff,2.125
Jack Black ^_^,2.5
Jack Black,3.6744791666666665
Jack Bender,1.0
Jack Arnold,3.25
Jacek Borcuch,3.0
Jabberwocky,3.0
Jaak Kilmi,3.0
Ja Rule,2.5
JR,3.5
JOURNEY OF SELF-DISCOVERY,3.076923076923077
JJoel Hodgson,4.5
JFK,4.5
JAG Corps,1.0
J.T.S. Moore,3.5
J.T. Walsh,3.0
J.Mackye Gruber,3.25
J.M. Kenny,3.25
J.M. Barrie,3.590909090909091
J.K. Simmons,3.8055555555555554
J.J. Cohn,3.5
J.J. Abrams,3.71875
J.D. Roth,0.5
J.C. Chandor,2.8333333333333335
J.A. Howe,4.5
J.-P. Valkeapää,2.0
J. S. Bach Prelude BWV1007,4.0
J. R. R. Tolkein,4.0
J. Pat O'Malley,5.0
J. Mackye Gruber,3.0
J. Lee Thompson,3.4285714285714284
J. G. Ballard,3.75
J. Carrol Naish,3.5
J Blakeson,3.75
Izumi Inamori,4.0
Iwerks 3-D,3.0
Iván Zulueta,4.0
Ivory Coast,3.0
Ivo Caprino,3.5
Ivars Seleckis,3.0
Ivana Baquero,3.5
Ivan Zivkovic,4.0
Ivan Reitman,3.5714285714285716
Ivan Passer,4.25
Ivan Dixon,4.5
Ivan Andonov,5.0
Itsurô Kawasaki,4.0
Italy,3.4402173913043477
Italian-American culture,3.0
Italian horror,2.5
"Italian ""Postman Always Rings Twice""",4.0
Italian,3.6544117647058822
Ital,2.0
It's really his own damn fault,1.0
It's not a tumor,2.0
It's cheeky,2.3333333333333335
It's a real history,5.0
It's a flavor of todays corruption,3.5
It's a Mad Mad Mad Mad World,4.25
It's The Journey Not The Destination That We Should Enjoy,3.0
It's Not Size Of Your Stick But Why You Keep On Swingin' It!,2.0
It's Not Just A Phase It's Really A Way Of Life,3.0
It's Biased When Watanabe Uses A 45 And Kills Himself,3.0
It's 1 Part Bad Memories  1 Part Double Cross Add  A Twist Of Slime & Lots Of Good Vibrations!,5.0
It was melodramatic and kind of dumb,4.0
It was an absolutely lovely,4.0
It starts,3.5
It shows exactly how people speak in that part of the country,2.5
It is a nice movie,2.0
It ends,3.5
It Just Keeps Getting Better,3.0
It Just Goes To Show Ya Once The Ring Goes On It's Just Leftovers,2.0
István Szabó,4.166666666666667
Istanbul,3.8
Israeli/Palestinian conflict,3.375
Israeli,3.6666666666666665
Israel,3.5875
Isolation,3.0454545454545454
Isn't Renee Russo Like 100 Years Old? Matt! What Were You Thinking?,3.0
Ismail Merchant,4.5
Island,3.8
Islamophobia,4.666666666666667
Islamistic,5.0
Islamic Revolution of Iran,3.5
Islamabad,3.5
Islam,3.4591836734693877
Isla Fisher,3.3055555555555554
Isla FIsher,2.3333333333333335
Isis,5.0
Ishirô Honda,3.0
Ishiro Honda,4.375
Isao Yukisada,5.0
Isao Takahata,3.4583333333333335
Isaiah Thomas,3.5
Isabelle Huppert,3.5
Isabelle Fuhrman,3.0
Isabelle Adjani,5.0
Isabella Rossellini,3.4166666666666665
Isabella Rosselini,4.5
Isabella Leong,3.25
Isabel TellerÃ­a,4.5
Isabel Coixet,3.5
Isaach De BankolÃ©,2.0
Isaac Hayes,4.0
Isaac Florentine,4.0
Isaac Asimov,3.433333333333333
Isa Miranda,4.0
Is available on Netflix,3.5
Is Sean Penn not too old?,3.0
Irwin Winkler,3.75
Irwin Allen,4.5
Irving Thalberg,2.5
Irving Reis,3.25
Irving Rapper,3.5
Irving Pichel,4.0
Irving Lerner,3.0
Irving Cummings,3.9166666666666665
Irvine Welsh,3.375
Irvin Willat,3.0
Irvin S. Yeaworth Jr.,4.0
Irvin Kershner,3.25
Irrfan Khan,3.75
Irony,3.5
Ironic,5.0
Iron Mask,3.25
Iron Man,3.4642857142857144
Iron Curtain,3.5
Irma P. Hall,5.0
Irishmen,2.5
Irish dark comedy,5.0
Irish conflict,3.0
Irish accent,4.0
Irish Catholics,1.75
Irish Americans,3.5
Irish,3.595744680851064
Iris Murdoch,4.5
Iris Apatow,4.5
Irene Papas,4.5
Irene Jacob,3.8333333333333335
Irene Dunne,3.5
Irene Cara,4.0
Irene Bedard,3.5
Ireland doesnt have hillbillys!!,3.5
Ireland,3.481818181818182
Iraq war,3.6666666666666665
Iraq War,3.4178082191780823
Iraq,3.375
Iranian movie,3.5
Iranian,3.4
Iran-Iraq War,1.0
Iran,3.6184210526315788
Ira Wohl,2.0
Ira Sachs,3.1666666666666665
Ip Man,3.5
Iowa,3.4
Iosif Shapiro,3.0
Ione Skye,3.625
Ioan Gruffudd,3.5833333333333335
Involving,3.5
Invincible but idiot bad guys,4.5
Investment Scam,3.0
Investigation,4.0
Invercargill,3.0
Inventive,3.0
Invented Language,4.0
Invasive Species,3.75
Inuit,2.5
Introspection,2.5
Intriguing,3.3333333333333335
Intrigue,3.25
Intrigo internazionale,3.5
Intifada,3.0
Interview technique,0.5
Interracial Romance,3.0
Interplay between Freeman and Hackman.,2.5
Internet Archive,2.7857142857142856
Internet,4.75
International Relationships,3.0
International,3.5384615384615383
Interesting new way of film,4.0
Interesting animation style,5.0
Interesting Concept,2.5
Interesting,3.737704918032787
Interaction with camera (apple part),5.0
Intentionally Corny But Touching,4.75
Intense Action,4.0
Intense,3.8125
Intelligent action,3.5
Intelligent,3.75
Intellectual,4.0
Insurance scheme,3.5
Insurance,1.5
Insulting to Persians with No Humour,4.0
Insulting to Persians,3.3333333333333335
Instead Of Noodity Why Not Say 3-Piece Birthday Suits Much More Graphic,5.0
Inspiring,3.28
Inspirational Speeches,3.375
Inspirational,3.5
Inspiration,4.0
Inspector Grosky,3.0
Inspector Clouseau (series),3.888888888888889
Insipid dialogue,3.0
Insightful,4.0
Insanity,3.25
Insanely Hot Actress,4.25
Insane,3.8333333333333335
Innsmouth,3.25
Innovative,3.5
Innacurrate,0.5
Injustice,4.0
Initiation,2.5
Inigo Montoya,3.25
Inherently dated,5.0
Ingrid Thulin,3.0
Ingrid Pitt,1.0
Ingrid Bergman,3.3222222222222224
Ingmar Bergman,3.5454545454545454
Inge Rademeyer,1.0
Inga Swenson II,2.0
Informative,3.75
Influential,3.0
Influenced by H.P. Lovecraft,3.0
Infiltrados,4.0
Infidelity,2.875
Infantil,3.0
Inez van Lamsweerde,5.0
Inexperienced Praying,4.0
Inequality,3.375
Industrial setting,4.0
Industrial Light and Magic,4.0
Indonesia,3.4444444444444446
Indochina,4.166666666666667
Individualism,3.3333333333333335
Indie,3.34375
Indians,4.0
Indiana Jones wannabe,3.5
Indiana Jones ripoff,3.0
Indiana Jones rip-off,4.5
Indiana Jones,3.8260869565217392
Indiana,3.5
Indian,3.5
India,3.5880681818181817
Independent Spirit Award,4.0
Independent Film,2.3333333333333335
Independence,3.6666666666666665
Ind Spirit Nom Best Dir,3.5
Incredible!,3.0
Incredible life story,3.0
Incredible,4.0
Incorrectly rated as Horror,3.75
Inconsistencies,3.0
Incomplete story,3.0
Incomplete,4.0
Incest,3.3333333333333335
Inception,4.0
Inarritu,4.25
Inama Nushif,4.0
Inadvertently named after anal sex,4.5
Inaccurate,3.6
In-Three Dimensionalization,3.0
In the Nic of Time,4.0
In the Name of the Father,4.5
In the Hall of the Mountain King,3.0
In Your Eyes,3.75
In The Nucleus,4.375
In Netflix queue,3.414141414141414
In Netflix Queue,3.0
In English (should be Italian),2.0
In Cold Blood,5.0
Imtiaz Ali,2.75
Improvident unwise imbecile liberal message,4.0
Imprisonment,4.0
Implausible plot,2.5
Implausible,3.5
Impersonation,3.9
Imperialism,3.5
Imogen Poots,2.25
Immoral,4.0
Immigration Comedy,4.0
Immigration,4.5
Immigrants,5.0
Immigrant,4.0
Immature,3.2
Immaculate Conception,5.0
Imhotep,4.0
Imelda Staunton,4.0
Imax version,2.5
Imax,4.0
Imaginative,3.0
Imagination,3.642857142857143
Im gonna make him an offer he can't refuse. A true masterpiece,5.0
Ilse Steppat,4.0
Ilmar Raag,1.0
Illusionism,4.666666666666667
Illusion-O,4.0
Illiteracy,3.75
Illinois,4.5
Illegal Immigration,2.5
Ilisa Barbash,5.0
Ilinca Calugareanu,3.0
Ilarion Ciobanu,3.0
Ilan Ziv,4.0
Il mistero del falco,4.5
Il grande sonno,4.5
Il film perfetto,3.6666666666666665
Iko Uwais,1.0
Iian Metev,4.0
Ihan ok. Loppu oli vÃƒÂ¤hÃƒÂ¤n liian nopea.,1.0
Ihan ok. Loppu oli vÃ¤hÃ¤n liian nopea.,0.5
Ihan katottava,4.0
IhQ,4.333333333333333
Igor Kovalyov,4.0
Ignacio Ferreras,5.0
Ifa Isfansyah,2.0
If your wife makes you see it you'll survive,1.0
If you want a more embellished story of prostitution watch Pretty Woman instead,4.0
"If you particularly valued the drama ingredients of this movie I recommend seeing ""The Son's Room"" (2001)",4.0
If you like the TV show,4.0
If you like Kaurismaki movies this movie might also be for you,4.0
If The Director Doesn't Care 2 Flesh Out A Film Why The Hell Should I Care What Happens 2 The Characters?,2.0
If I See One More Roast Beef Sandwich You Will Smell My Reaction,3.0
If I Die Before I Wake,4.0
Idris Elba,3.6136363636363638
Idiotic,3.5
Idiot ball,2.0
Idians,4.0
Idi Amin,3.772727272727273
Identity,3.0
Idaho,4.0
Ida Lupino,3.8333333333333335
Id,3.5
Icíar Bollaín,4.0
Iconic,4.0
Ichabod Crane,4.0
Icelandic,5.0
Iceland,3.6702127659574466
Ice-T,3.75
Ice Hockey,3.375
Ice Cube,3.25
Ice Age,5.0
Ice,3.5
Ibrahim Koma,2.0
Ibrahim El-Batout,1.5
Ibiza,0.5
Iben Hjejle,4.25
Ian Ziering,4.0
Ian Somerhalder,3.3333333333333335
Ian Roumain,0.5
Ian Mckellen,3.7222222222222223
Ian McShane,3.9166666666666665
Ian McKellen,3.549019607843137
Ian McKellan,3.625
Ian McEwan,4.071428571428571
Ian McDiarmid,4.0
Ian McCrudden,4.5
Ian MacNaughton,4.75
Ian Holm,4.0
Ian Gomez,2.0
Ian Fleming,5.0
Ian Duncan,1.5
Ian Curtis,2.0
Ian Connacher,4.0
Ian Bannen,3.5
Iain Softley,3.875
Iain Morris,3.0
Iain Forsyth,3.5
IT fail,3.75
ISA nomination Screenplay & Supp Actress,3.0
IRS agent,3.0
IRA,3.8846153846153846
INTERSECTING LIVES,3.6666666666666665
INTERRACIAL/CROSS-CULTURAL ROMANCE,1.6666666666666667
INNOCENCE LOST,3.5425531914893615
INNER CITY BLUES,4.0
IMMIGRANT LIFE,4.1
IMDB bottom 100,3.625
IMDB Top 250,3.5277777777777777
IMAX Digital only,3.9835164835164836
IMAX DMR reissue in 2014,4.0
IMAX DMR reissue in 2012,4.5
IMAX DMR 3-D reissue in 2013,3.6666666666666665
IMAX DMR 3-D reissue in 2012,5.0
IMAX DMR 3-D,3.6941176470588237
IMAX DMR,3.6954022988505746
IMAX 3-D,3.5625
IMAX,3.125
ILM effects,4.0
III peli,3.0
I'm too scared to see this,4.75
I'm sure there must be something clever here...,3.0
I'm on a Boat,5.0
I'm not even supposed to be here today,3.3333333333333335
I'm feeling apologetic for not liking this movie,3.5
I'm embarassed to find this funny,1.0
I'm Devon Butler!,3.5
I'd of killed those people too if I were her,3.0
I wouldn't watch more than once - but it made me cry,4.0
I would rather suck exhaust than watch this POS again.,2.25
I wish I could do that,3.5
I went to becuase there wasn't anything else,1.0
I wanted to hug this movie,3.5
I wanted the bad guy to win.  Sean Bean out-Bonds Bond.,4.0
I want number 5.,2.0
I want I talking lion,4.0
I think there was one really good joke or two,4.0
I think i'm going to vomit,4.0
I think I should watch this again with subtitles...,4.0
I see dead people,2.875
I pelicula,4.0
I never knew justice could be so funny. Try this one,2.0
I need a time machine so I can stop myself from seeing this movie,4.0
I loved it. Well acted,4.0
I loved it! Seen it five times already!,5.0
I love this movie,4.5
I love the powerglove,4.0
I love the man-machine myme of sci-fi,2.0
I love the depth of love achieved without any physicality,2.0
I like it when 94 minutes seem long,4.0
I laughed.,2.0
I laughed continuosly throughout this film,3.0
I laughed at its satire,3.75
I know it by heart,2.5
I just lost the game,3.75
I heel toe on Uday's house,4.0
I have difficulty cheering for a hooker,5.0
I hate this movie. Great casting,2.0
I hate Summer,4.5
I hate Eminem-- but this movie is good,4.0
I had my doubts with that anti-Republican talk - but I was just moody,3.5
I felt sweded,4.0
I fell on sleep...,0.5
I expected More,4.0
I don't think I got it; willing to try again,3.5
I don't know,2.5
I don't have to explain my art to you Warren,5.0
I don't get it: what's there to get? tell me...,3.0
I didn't return for the sequel,4.0
I didn't get it.,2.5
I didn't find it confusing,3.0
I despise documentaries like this.,5.0
I can't turn away,4.0
I can watch it again,3.25
I can do without.,2.0
I came out loving it,3.0
I am your father,4.25
I am a big Adrien Brody fan and he did not dissappoint me here,1.0
I am Legend,2.5
I See you,4.5
I Love Movies Top Pick,4.0
I Just Kept Hearing Massive Attack After The Car Accident,5.0
I Guess Nude Terminators Can't Kill A Really Bad Film,4.0
I Don't Think Arms Dealers Look Anything Like Nick Cage,5.0
I Don't Get It,4.0
I Am Legend,3.375
I AM  THE LAW,3.0
Hélène Giraud,3.0
Härmä,3.5
HÃ©ctor JimÃ©nez,4.0
HÃ©ctor Alterio,2.0
HÃ¥kan HellstrÃ¶m,4.5
HyvÃ¤t henkilÃ¶hahmot,4.0
Hyung-rae Shim,3.0
Hysterical,0.5
Hypocrisy,2.1666666666666665
Hyman,0.5
Hyena,4.0
Hye-ja Kim,3.0
Hutus,3.0
Hustle,3.5
Husband Wife Relationship,3.357142857142857
Hurricane Katrina,3.5
Huo Yuanjia,3.0
Hunter Weeks,4.0
Hunter S. Thompson,3.3333333333333335
Hunter McCracken,3.0
Hunted,4.0
Hungary,3.7142857142857144
Hungarians,2.0
Hungarian,5.0
Hun Jang,3.0
Humphrey Bogart,3.550561797752809
Humour,3.625
Humorous. Hello melissa.,3.5
Humorous,3.875
Humor!,4.0
Humor,3.6666666666666665
Hume Cronyn,2.3333333333333335
Humboldt County California,3.0
Humans as the bad guy,4.0
Human weakness,4.0
Human being,4.0
Human Trafficking,2.0
Human Computer Interaction,3.2857142857142856
Human,4.0
Hulu,4.0
Hulk graphics,2.5
Hulk Hogan,3.642857142857143
Hulk,3.8333333333333335
HuhcÃƒÂ¼lees! HuhcÃƒÂ¼lees!... And I don't remember much of the rest.,4.0
HuhcÃ¼lees! HuhcÃ¼lees!... And I don't remember much of the rest.,4.0
Hugo Weaving,3.5069444444444446
Hugo Rodríguez,3.0
Hugo Fregonese,3.5
Hugo Award,3.5384615384615383
Hugh jackan,3.0
Hugh Wilson,4.0
Hugh Munro Neely,1.0
Hugh Marlowe,1.5
Hugh Laurie,3.5
Hugh Johnson,3.5
Hugh Jackman,3.452513966480447
Hugh Hudson,4.0
Hugh Griffith,5.0
Hugh Grant is cool,3.5
Hugh Grant,3.5632911392405062
Hugh Dillon,4.0
Hugh Dancy,3.712121212121212
Hugh Bonneville,4.0
Huey Long,3.0
Hue Rhodes,5.0
Hubris,3.75
Hubertus Siegert,1.5
Hubert Sauper,4.5
Hsin-Yen Chang,5.0
Hrithik Roshan,4.0
Hristos Passalis,3.0
Hristo Shopov,3.0
Hristo Jivkov,3.5
Howling Commandos,4.0
Howie Mandel,5.0
Howie Long,4.0
Howard da Silva,5.0
Howard Zieff,3.375
Howard Shore,4.25
Howard Keel,4.0
Howard Hughes,3.0833333333333335
Howard Hawks,3.3333333333333335
Howard Hawkes,2.75
Howard Hall,4.0
Howard Franklin,2.0
Howard Deutch,3.1666666666666665
Howard Bretherton,4.0
How you like dem apples?,4.0
How the fuck did he do that?,2.0
How much killing there must be? And Giamatti as a bad guy!!! Those funny remarks??? Sideways? I hope he got the money for nothing aand the wine for nothing,3.0
How Come Charlize Can Play A Serial Killer But She Can't Show More Skin Oh Come On!,3.0
Houston,3.7222222222222223
Housekeeper,3.5
House of Windsor,4.0
Houdini,3.0
Hotels,4.0
Hotel,3.75
Hot women,3.0
Hot Outfit,3.0
Hot Bikini Action,3.6
Hostages,3.0
Hostage Situation,2.5
Hossein Amini,3.0
Hossain Emadeddin,3.5
Hospital,4.25
Horst Buchholz,3.5
Horst,3.5
Horses,3.3333333333333335
Horrors,3.0
Horrorklassiker,4.0
Horror/Thriller masters of asia for 3 segments of one film,2.5
Horror Romance,4.0
Horror Parody,4.0
Horror Game,4.125
Horror,3.245833333333333
Horro,3.5
Horrid characterisation,3.6666666666666665
Horrid Cast,5.0
Horribly Awesome,4.0
Horrible boss,3.0
Horrible adaptation of the book,3.5
Horrible acting,3.5
Horrible Sequel,3.8333333333333335
Horrible,3.8333333333333335
Hordes of cannibals,4.5
Horatiu Malaele,3.0
Horacio Camandule,4.0
Hope Davis,3.8
Hope,0.5
Hoon-jung Park,3.5
Hookers,1.0
Hoodoo,2.5
Honor,3.9642857142857144
Hongkong,3.5
HongKong,4.0
Hong-jin Na,3.1666666666666665
Hong Kong film,4.0
Hong Kong,3.7203389830508473
Hong Khaou,4.0
Honest,3.0
Honduras,4.0
Homosexuality,4.0
Homosexual,3.0
Homi Adajania,3.5
Homestuck,3.3
Homer,3.7
Homelessness,3.5
Homeless,3.75
Homage,4.0
Holy Grail,3.4642857142857144
Holy Christ it's fantastic in every way. Watch subtitiled,3.0
Holocaust film,4.25
Holocaust Poland,2.75
Holocaust,3.4358974358974357
Hollywood style acion,3.0
Hollywood story,3.0
Hollywood hates North Korea,3.5
Hollywood ending,3.0
Hollywood drama,3.5
Hollywood artistic license,4.25
Hollywood Classic,3.5
Hollywood CA,1.5
Hollywood,3.5925925925925926
Holly Hunter,3.71875
Holly Goldberg Sloan,3.0
Hollow Earth,3.5
Hollow,3.6
Holiday,2.5
Holes in the Plot,5.0
Holds up,4.5
Hokey,3.0
Hokaido,4.25
Hockey,4.25
Hobbits,4.0
Ho Chi Minh City,4.0
Hmong,3.5
Hmmm I Wonder How Many Counselors Do Their Jobs Like That!,5.0
Hmmm,5.0
Hitoshi Matsumoto,3.25
Hitman,4.0
Hitler Youth (HJ),4.0
Hitler,4.0
Hitchcockian,3.25
Hitchcock wannabe,3.5
Hitchcock parody,4.2
Hitchcock meant Psycho to be a comedy!,2.0
Hitchcock at his best,3.6666666666666665
Hitchcock Film,4.0
Hitchcock,3.4385245901639343
Hit Girl,4.0
Hit And Run,4.5
History,3.563380281690141
Historically inaccurate,3.0
Historically accurate,5.0
Historical period drama,4.0
Historical opinion,5.0
Historical inaccuracy,3.0
Historical grit,3.0
Historical References,3.1666666666666665
Historical Fiction,4.5
Historical,3.0
Historic fiction,4.166666666666667
Historia,5.0
Hisao Kurosawa,2.0
Hiroyuki Yamaga,4.0
Hiroyuki Sanada,3.5
Hiroyuki Okiura,4.5
Hiroyuki Nakano,2.5
Hiroyuki Morita,3.5
Hiroyuki Miyasako,3.0
Hiroyuki Imaishi,3.0
Hiroshima,3.375
Hiroshi Teshigahara,3.2142857142857144
Hiroshi Shimizu,2.3
Hiroshi Saitô,3.5
Hiroshi Morioka,2.0
Hiroshi Matsuno,1.0
Hiroshi Koizumi,3.8333333333333335
Hiroshi Inagaki,3.5
Hironobu Sakaguchi,1.5
Hiromasa Yonebayashi,2.875
Hirokazu Koreeda,3.875
Hirohito,1.0
Hipsters,2.0
Hipster movie,3.0
Hippies,2.75
Hippie Bullshit,4.0
Hiner Saleem,4.0
Hinduism,3.4375
Himalayas,2.6666666666666665
Himachal Pradesh,1.0
Hilmi SÃ¶zer,4.0
Hillbilly,4.0
Hillarious comedy,4.333333333333333
Hilary Swank,3.35
Hilary Swamk,3.5
Hilary Duff,3.1785714285714284
Hilary Birmingham,4.0
Hilariously Bad,5.0
Hilarious!! :D,3.5833333333333335
Hilarious!,4.0
Hilarious audio commentary,2.5
Hilarious,3.6710526315789473
Highschool,0.5
Highly quotable,3.1884057971014492
Highly Quotable,3.5
Highlander,4.0
High school violence,3.2857142857142856
High school life,4.0
High school,1.0
High frame rate,4.5
High School,3.725
High Noon,1.0
High Finance,5.0
Hideyuki Hirayama,4.0
Hideya Takahashi,3.5
Hideo Sakaki,4.5
Hideo Nakata,4.5
Hideo Gosha,3.0
Hideki Takeuchi,5.0
Hideaki Ito,4.0
Hideaki Anno,3.1923076923076925
Hide this,4.0
Hidden identity,4.0
Hiam Abbass,3.5
Hey moron: stop tagging movies with stuff that's in the info section,1.5
Hey gringo,4.0
Hettie MacDonald,1.5
Herzog + Kinsky!,2.5
Herve Villechaize,4.0
Heroism,2.0
Heroine,4.0
Hero,5.0
Hermoine Gingold,2.75
Herman Shumlin,0.5
Herman Melville,4.166666666666667
Herman,4.0
Herk Harvey,4.0
Hercule Poirot,3.25
Herbie The Love Bug (series),3.25
Herbert Wise,3.75
Herbert Ross,4.0
Herbert Marshall,4.5
Herbert Lom,3.323529411764706
Herbert Kline,0.5
Herbert I. Leeds,2.75
Herbert Brenon,3.5
Hepburn and Tracy,3.85
Henry de Sliva,4.0
Henry Wrinkler,3.0
Henry Woolf,5.0
Henry Winkler,4.25
Henry VIII and Anne Boleyn,3.5
Henry Thomas,3.0
Henry Stephenson,4.0
Henry Selick,3.5714285714285716
Henry Rollins,4.1
Henry Levin,3.8
Henry Kuttner,3.0
Henry Koster,3.4705882352941178
Henry King,3.675
Henry Joost,3.75
Henry James,3.75
Henry Jaglom,3.5
Henry Ian Cusick,3.0
Henry Hathaway,3.5833333333333335
Henry Fonda,3.564516129032258
Henry Darger,4.0
Henry Daniell,3.0
Henry Czerny,2.25
Henry Cavill,3.75
Henry Cass,4.0
Henry Bromell,4.0
Henry Bean,3.0
Henry Alex Rubin,4.166666666666667
Henriette Steenstrup,4.5
Henriette Mantel,2.5
Henri-Georges Clouzot,3.7
Henri Verneuil,2.6666666666666665
Henning Carlsen,5.0
Hendrik Hölzemann,4.5
Hendel Butoy,0.5
Hemingway,4.0
Helsinki,4.166666666666667
Helmut Käutner,2.5
Helmut Griem,4.0
Helmut Dietl,2.0
Helma Sanders-Brahms,4.5
Hello,1.0
Hellboy,3.75
Hell's Angels,3.0
"Hell!""",4.5
Hell naw,4.5
Hell,3.7
Helicopter Explosion,4.5
Helene Bergsholm,3.0
Helena Bonham Carter Oscar-nomination role,3.25
Helena Bonham Carter,3.52212389380531
Helen Stickler,3.5
Helen Reddy II,3.0
Helen Reddy,3.0
Helen Parr,4.0
Helen Mirren,3.590909090909091
Helen Mack,4.0
Helen Hunt,3.5921052631578947
Helen Hayes,3.5
Helen Buday,5.0
Heitor Dhalia,3.25
Heist film,5.0
Heist,3.5294117647058822
Heisman trophy,5.0
Heinz Hoenig,1.5
Heinz Dunkhase,3.0
Heinrich Giskes,3.0
Heinlein,3.8333333333333335
Heike Makatsch,5.0
Heidi Wittlinger,2.0
Heidi Kling,4.25
Heidi Ewing,4.5
Hee-seon Kim,4.0
Hedorah,4.0
Hedonism,3.5
Heddy Honigmann,3.0
Hector Elizondo,4.5
